File_Name,Deformation,C11,C22,C33,C12,C13,C23,C44,C55,C66,C14,C15,C16,C24,C25,C26,C34,C35,C36,C45,C46,C56,Bulk_Modulus,Shear_Modulus,Young_Modulus,Poisson_Ratio
A0_10,1e-06,492.255719123102,495.6040156066,493.778588460651,235.035034112748,235.686940824924,233.969837280624,214.376224663999,212.615212615003,213.3374881702,-0.465887936130117,-0.15853503227561,0.556749688975342,-0.0945115305512425,-0.167843064521378,1.48728445652608,-0.684618277023219,-0.213450652749714,-0.43056184757546,0.55846048049943,0.0269922565024675,0.164280458147912,321.224660847438,179.862219154644,454.717237944305,0.264071020811056
A0_10,2e-06,505.987304158777,507.297220506325,506.262947485576,241.398678083462,241.656872038887,240.232493761562,213.55435699,212.174028835751,212.331095845901,-0.240176913699486,-0.587153763974868,1.02783448587615,-0.397941423210571,-0.541080700762107,0.877166182124965,-0.5678066667393,-0.518742130699933,-0.610897876637039,0.27550717049678,-0.0343220503253853,0.116345933447805,329.569284435389,180.695858218782,458.324389567313,0.268220517297041
A0_10,4e-06,499.727429285424,501.353802465413,500.17898523615,238.192882462337,238.749153952775,237.245428197463,213.783791170875,212.480716716377,212.433945651076,-0.0298233681931483,-0.140152639325207,0.560298183412301,-0.247855742405534,-0.301873517462782,0.498750626625012,-0.52708547075575,-0.580638448462524,-0.819215235793536,0.35625124818637,-0.0694003493251226,0.140662233537013,325.515016245793,180.211207532626,456.408240255653,0.266314805012956
A0_10,6e-06,497.362504103885,499.146022210776,497.654121689802,237.244196742859,237.510068729908,236.084528344213,213.771536065918,212.035654738919,212.522989072134,-0.185416597183046,-0.330261942904999,0.571098826254021,-0.427106512092478,-0.514243552625023,0.517308413129078,-0.618223648312013,-0.70807564783735,-0.774596753687245,0.34500447466807,-0.0472752309458236,0.241340247925117,323.982248404269,179.88762625456,455.381078668734,0.265737638964454
A0_10,8e-06,496.368987248119,498.169180673823,496.478602330119,236.728319598193,236.952190541788,235.497388250012,213.878496760751,212.467220588,212.701773989868,-0.0962570609811315,-0.277673818377977,0.492177563296892,-0.221095825959414,-0.400767489234255,0.506429797740713,-0.545991711065419,-0.616822125959616,-0.78416606152505,0.289934066157116,-0.0812094615438863,0.146275924805827,323.263618559116,179.932089725195,455.317942351708,0.265249414507166
A0_11,1e-06,493.4802574977,494.670062461914,495.5762362916,234.667336503558,234.525488548127,235.119459444603,214.115427975503,213.214179424449,213.128523570402,-0.179135742925495,-1.83686705449873,0.0175734976494375,0.373554030800716,-0.472425441687474,0.906136589204805,0.318971656975025,-1.38810470352837,-0.451206123173622,0.135932116148742,-0.187372180803893,0.671281203798915,321.37234724931,180.052577644399,455.155657628287,0.263952073286094
A0_11,2e-06,494.911270703925,495.709336535028,494.943127168125,235.03405115511,234.397935677476,235.115269794991,213.118282109503,212.834314332675,212.686045911451,-0.083703898610564,-0.893721475850385,0.44573630257503,1.15423297358532,-0.100299496905808,0.585334667362857,0.463282714513014,-0.838324081087195,-0.393249071274937,0.188070462074563,-0.431421536462296,0.73622137577445,321.628694184693,179.795493656026,454.664877482392,0.264394530243984
A0_11,4e-06,501.7930940902,495.187604542424,495.098611903612,236.070540080839,236.39246719915,234.911953102508,213.194627544752,212.866435277938,213.044497039712,0.106461159169768,-1.12601677881869,0.171544171987038,1.49624519040783,0.14959799560952,0.65949745165792,0.744225436750412,-0.988920700137892,-0.613963893400183,-0.0302588614815132,-0.316496053049775,0.638811117863015,322.981025700136,180.134735316063,455.687951269622,0.264853084748135
A0_11,6e-06,499.453230919226,495.389175230564,495.276131325392,235.714301127248,235.840748224517,235.015415729554,213.017419238001,212.6661060976,212.886530265434,0.244798623283771,-1.0693779604208,0.280204240574972,1.59465405091778,-0.0544264341386949,0.713216556047064,0.602784713808545,-1.04315397133282,-0.711160795929308,0.0114828499912786,-0.401201468474712,0.440537988366668,322.584385293091,179.950549279798,455.207327078193,0.264812274538849
A0_11,8e-06,498.324730892126,498.481803714977,495.42959633668,236.188396857367,235.644607698375,235.85805859277,213.209756975438,212.757736137099,212.813191319763,0.240066017859597,-1.18897784806258,0.187721081656279,1.58660044115195,-0.10712245026201,0.668575302838814,0.574542854665693,-1.03640387480013,-0.685945164390489,-0.0115216434156895,-0.316728813490742,0.471223577381075,323.068695248979,180.059141406145,455.546060705686,0.264990094777103
A0_12,1e-06,496.844637059892,496.013348728854,494.60661878295,236.745436674898,236.110199102506,235.379935444298,214.1646429092,214.216304810151,215.42779965745,0.545720998358674,-1.0411786132993,0.890920102278576,-1.07061865390611,-0.546186885875477,1.21600315431176,-1.38480799101207,-1.04037830250112,-0.62378271752665,0.26180017350016,-0.0551525698746755,0.509404959798598,322.659527446122,180.710351698693,456.843654190348,0.264021816946228
A0_12,2e-06,497.415897378824,495.731650450245,494.55481275811,235.998887537233,236.585594734596,234.784689980691,213.3364235159,214.2004804441,214.097854776076,0.396843808596657,0.422655329975698,1.28397669489512,-1.27508433713967,-0.501244479462892,1.06238483482715,-0.940678419665878,0.310525174930155,-0.240667304659374,0.333824310113682,-0.0133808977626122,-0.146142674626062,322.493411676913,180.349164302859,456.037069538284,0.264317113142991
A0_12,4e-06,496.839995485284,496.721984006428,495.184021928167,236.228111777168,236.208250388309,235.372584665784,213.933095200213,214.109490339338,214.283325654537,0.53359443249521,0.507565338173475,1.57695342909501,-1.14693339773348,-0.545430638019861,1.49186772810341,-0.883002517790495,0.328807331237019,0.0738855691346924,0.317301810281557,-0.0212930807812474,0.0494511438875025,322.7070994536,180.527652544726,456.464958855829,0.264252186358928
A0_12,6e-06,501.536061577726,496.071718975516,499.723664633534,237.282352357241,238.392291209417,236.379528890803,213.761509427241,214.048442417399,214.639218749658,0.513124161583538,0.525540391792295,1.47291669679786,-1.25101842796765,-0.659914782337994,1.38616358033005,-1.08578827331915,0.152024140339579,-0.208528972114248,0.324321933449784,-0.08428026326257,0.00469301051685025,324.604421122411,180.841652300814,457.554886373706,0.265070520403685
A0_12,8e-06,500.247851148707,496.247803996954,498.852602160468,236.984463611304,237.894979608487,236.085567668518,213.747915210825,214.011751607893,214.305084157851,0.492275604510767,0.524598929793949,1.41434413131923,-1.24315231822815,-0.680759551540476,1.38200607437231,-0.928730075968017,0.177636014470198,-0.152484337960885,0.335104222081295,-0.13325628830927,0.0251619055622312,324.142031009194,180.705166623168,457.16153568455,0.264937644638263
A0_13,1e-06,498.349968347751,494.719323167147,495.60177152905,235.078040657051,235.782351311675,234.143041290998,212.201253722003,214.44936144835,214.836773550297,-1.04808897795296,-0.661457855349565,-0.086648381174825,0.390737274977938,-0.69125912059746,0.301695093000369,1.48848258387773,-0.300587831450707,-0.605137910924135,-0.262620703901457,0.48705896487887,0.244926401001075,322.075325507044,180.541986396412,456.354806071997,0.263846751608206
A0_13,2e-06,497.355362771524,497.182555336724,495.00714748255,235.2573121585,235.305536514763,234.448848424687,212.186353256749,214.07219341645,214.310600863774,-0.537748287251817,0.408348416750215,0.330099244025205,0.41355316573828,-0.121083497010943,0.0386087329502495,0.845899642023085,0.255502472461268,-0.117147495762457,0.182996341364118,0.148073375513035,0.21885058642539,322.174273309633,180.416054073584,456.108613883989,0.264046639934719
A0_13,4e-06,497.68084326465,496.695964625112,494.968966286215,234.953250112632,235.572115526237,234.935269151262,212.837317341501,214.609774271836,214.551802148414,-0.74938149432455,0.68365785583744,0.261650288562265,0.589332381818509,-0.27823658802504,-0.113189628537213,1.00101554743226,0.452991405169013,-0.114644643162531,0.217220848025333,0.05191880930653,0.226417229049503,322.251893750693,180.65878804474,456.642950870408,0.263827117995834
A0_13,6e-06,498.042336309927,496.632790666617,494.63874997555,235.192588586755,235.483838212334,234.583962129568,212.750708386,214.458363812934,214.610162304792,-0.671852557441594,0.749041540945212,0.213534428483322,0.613002646355201,-0.294068493687407,-0.0767145457042295,1.01504342959154,0.46364312444561,-0.152807821145847,0.290714289658447,0.048736939091518,0.1806681436913,322.203850534378,180.634079435641,456.579610517046,0.26382466681688
A0_13,8e-06,501.037899736024,496.561161110187,494.38004915748,235.837855184359,236.259580841837,234.573407781558,212.675274779625,214.319331605269,214.494528484299,-0.624589915409325,0.697685804068548,0.00310367010936,0.557785422803647,-0.212523534500163,-0.187226200815615,1.04865720616894,0.464574282009478,-0.092061290034228,0.236195659521955,0.0731054086529065,0.193065796593573,322.813421957689,180.651711386901,456.752970697248,0.264181133936291
A0_1_pet,1e-06,494.244144024495,496.255148944199,495.19323376874,235.402622114762,236.904450273087,234.207197348343,213.781316212902,215.653186091754,214.143403424498,0.869163376725087,0.886979629447449,-0.730970282916665,-1.17327845861075,-2.5227138685115,0.0680181312128,-0.816193960613991,0.990008917872485,0.344586756756365,-0.470527212152653,-0.284364121270642,0.315546439003355,322.080118467758,180.660798279247,456.608889204501,0.26371878557384
A0_1_pet,2e-06,494.675110913942,495.893787974376,495.633916604148,235.570255906036,236.389970833985,234.01877916599,212.966387282648,215.060256647049,213.298222992,0.914773586259621,-0.329014183503775,-0.332000069072968,-0.589540480308548,-1.93135515936746,0.079362438867015,-0.68983585389537,0.765740594480843,0.96017577707066,-0.292043348798644,-0.0342074679380755,0.0642262663362199,322.017869700499,180.279894023437,455.783701152445,0.264100202691464
A0_1_pet,4e-06,493.756047687806,496.976501900121,503.194622940429,235.423434946141,238.338523147012,236.171624046465,213.014091574675,215.3595138157,213.482524451999,0.724130764044516,0.005555855939175,-0.560921737275247,-1.10990981630366,-1.94403003945182,-0.201816062358496,-0.980802587569453,0.984831783761475,0.65718043410734,-0.491005152161962,-0.365810473555683,0.134270129343861,323.754926311955,180.637465327724,456.931502745435,0.264775006437453
