FCC
H,K,L,mul,d,pos,sig²,gam,Fo²,Fc²,phase,Icorr,Prfo,Trans,ExtP,I100,μstrain,Size
1.0,1.0,1.0,8.0,2.0734150733582,43.84113444037082,4.519045876028391,28.221082011621466,5680.64564655017,4483.667300747469,0.0,6.265838211088716,0.8702422099629663,1.0,1.0,100.0,11630.9,0.6776
2.0,0.0,0.0,6.0,1.795630126117777,51.023084800361296,4.501037597942096,33.245536201493096,4264.940509749588,3763.456491348542,0.0,6.028519859334703,1.5114872270812192,1.0,1.0,72.23485370098206,11630.9,0.6776
2.0,2.0,0.0,12.0,1.2697022386807355,74.88767465255773,4.641268223376734,52.67174705322065,3772.245528844861,2079.1586606759956,0.0,3.0162073726029863,0.7533091948354829,1.0,1.0,31.9657039943813,11630.9,0.6776
3.0,1.0,1.0,24.0,1.0828057073802204,90.86093342891766,5.030738762239187,69.50525417920065,2302.1454362484596,1437.2777724516232,0.0,7.071384951956899,1.1027647276874568,1.0,1.0,45.73622969243083,11630.9,0.6776
2.0,2.0,2.0,8.0,1.0367075366791,96.13499015338186,5.252143776148795,76.13621412002199,1646.6298769764949,1284.6549673060879,0.0,1.7999251449527227,0.8702422099629663,1.0,1.0,8.326712294535772,11630.9,0.6776
