"limits",30.0009,100.0074
"peaks",43.892469995798386,50.97404683182233,75.01950488096622,91.02347741265484
"masked X","X","obs","calc","bkg","diff"
33.6588,33.6588,207.0,203.97115731127235,203.72876011508242,-18.79115731127235
33.6783,33.6783,190.0,204.05469375398616,203.81146366898977,-35.87469375398616
33.6978,33.6978,205.0,204.13810438575385,203.8940368824977,-20.95810438575385
33.7172,33.7172,200.0,204.22096237911384,203.976057319426,-26.040962379113843
33.7367,33.7367,177.0,204.3041220996877,204.058370566884,-49.1241220996877
33.7561,33.7561,188.0,204.38673051177972,204.1401324021462,-38.20673051177972
33.7756,33.7756,190.0,204.46963943185253,204.22218574677146,-36.28963943185253
33.795,33.795,181.0,204.55199854769276,204.30368904414726,-45.37199854769276
33.8145,33.8145,165.0,204.6346568192348,204.38548255093886,-61.454656819234806
33.834,33.834,229.0,204.71718972451438,204.467145829848,2.462810275485616
33.8534,33.8534,198.0,204.79917481950628,204.54826111171377,-28.619174819506277
33.8729,33.8729,178.0,204.88145735468316,204.62966465370852,-48.701457354683164
33.8923,33.8923,178.0,204.9631936684042,204.7105215649656,-48.78319366840419
33.9118,33.9118,203.0,205.04522614601865,204.7916654394859,-23.86522614601865
33.9312,33.9312,195.0,205.1267137853492,204.87226405009847,-31.94671378534921
33.9507,33.9507,195.0,205.20849657302938,204.9531483283534,-32.02849657302938
33.9702,33.9702,205.0,205.29015409742138,205.03390250215327,-22.11015409742138
33.9896,33.9896,202.0,205.37126885706647,205.11411346500822,-25.19126885706647
34.0091,34.0091,174.0,205.45267700369524,205.1946081527618,-53.27267700369524
34.0285,34.0285,206.0,205.5335436284337,205.27456099766462,-21.353543628433705
34.048,34.048,158.0,205.6147025305293,205.35479627499055,-69.43470253052931
34.0674,34.0674,202.0,205.6953212868113,205.43449107804648,-25.515321286811293
34.0869,34.0869,209.0,205.77623116860855,205.51446702232016,-18.596231168608547
34.1064,34.1064,214.0,205.85701625378778,205.59431299640022,-13.677016253787777
34.1258,34.1258,218.0,205.93726334848074,205.6736205517303,-9.757263348480741
34.1453,34.1453,226.0,206.01779981927962,205.75320731221123,-1.837799819279617
34.1647,34.1647,214.0,206.0977996245069,205.83225702369268,-13.917799624506905
