"limits",30.0009,100.0074
"peaks",43.892469995798386,50.97404683182233,75.01950488096622,91.02347741265484
"masked X","X","obs","calc","bkg","diff"
49.0688,49.0688,214.0,238.00304247901616,232.76015927236293,-45.82304247901616
49.0883,49.0883,241.0,238.08600735571602,232.75947696525745,-18.90600735571602
49.1077,49.1077,215.0,238.1711637415894,232.75873222786404,-44.991163741589396
49.1272,49.1272,232.0,238.25951226067153,232.75791750491948,-28.079512260671528
49.1467,49.1467,218.0,238.35070163340177,232.7570365880368,-42.17070163340177
49.1661,49.1661,234.0,238.44439712273606,232.75609462495885,-26.264397122736064
49.1856,49.1856,214.0,238.54163406781717,232.7550820273072,-46.36163406781717
49.205,49.205,212.0,238.64159277654804,232.75400930248813,-48.46159277654804
49.2245,49.2245,260.0,238.74541817890372,232.75286551415567,-0.5654181789037196
49.2439,49.2439,239.0,238.85218054100585,232.75166251535214,-21.67218054100585
49.2634,49.2634,219.0,238.9631529633219,232.75038802679148,-41.7831529633219
49.2829,49.2829,215.0,239.0779075517668,232.74904820478554,-45.8979075517668
49.3023,49.3023,224.0,239.19604613318586,232.7476505441456,-37.01604613318586
49.3218,49.3218,244.0,239.31893865381704,232.74618075889728,-17.138938653817043
49.3412,49.3412,205.0,239.4455032139333,232.74465404586357,-56.26550321393331
49.3607,49.3607,243.0,239.57726504472865,232.7430547887214,-18.39726504472865
49.3801,49.3801,211.0,239.7130461686604,232.74139951229816,-50.53304616866041
49.3996,49.3996,240.0,239.85447501513366,232.73967127496275,-21.67447501513366
49.4191,49.4191,220.0,240.00112401492137,232.73787856687585,-41.821124014921374
49.4385,49.4385,238.0,240.1524188355693,232.7360311990229,-23.972418835569307
49.458,49.458,253.0,240.31021324547945,232.73411024957846,-9.130213245479446
49.4774,49.4774,231.0,240.4731215666799,232.73213554299315,-31.293121566679908
49.4969,49.4969,219.0,240.64312970177951,232.73008684475639,-43.463129701779515
49.5163,49.5163,231.0,240.8188233910384,232.72798528964714,-31.638823391038393
49.5358,49.5358,267.0,241.00234927305033,232.72580933552274,4.177650726949672
49.5553,49.5553,250.0,241.19317743183947,232.72356977546522,-13.013177431839473
49.5747,49.5747,251.0,241.39060828733315,232.72127870566248,-12.210608287333152
49.5942,49.5942,226.0,241.59709308561125,232.71891263033734,-37.41709308561125
49.6136,49.6136,238.0,241.81100133080002,232.71649593962533,-25.631001330800025
49.6331,49.6331,222.0,242.03487660545824,232.7140038427706,-41.85487660545824
49.6525,49.6525,227.0,242.26701711304807,232.71146202251856,-37.08701711304807
49.672,49.672,219.0,242.51029369642112,232.70884439819935,-45.330293696421116
49.6914,49.6914,225.0,242.7627522672485,232.70617794009985,-39.58275226724849
49.7109,49.7109,246.0,243.0276410617559,232.7034352827046,-18.8476410617559
49.7304,49.7304,230.0,243.30422490094656,232.70063013419235,-35.124224900946565
49.7498,49.7498,253.0,243.59180183528122,232.6977774830072,-12.411801835281217
49.7693,49.7693,237.0,243.8940210104775,232.69484804423635,-28.714021010477502
49.7887,49.7887,246.0,244.20855150761938,232.6918719864608,-20.028551507619376
49.8082,49.8082,224.0,244.53955081509162,232.68881875261297,-42.359550815091616
49.8276,49.8276,245.0,244.88445060650724,232.68571978104427,-21.704450606507244
49.8471,49.8471,242.0,245.24781893872884,232.6825432476121,-25.06781893872884
49.8666,49.8666,244.0,245.6290605965282,232.6793050924485,-23.449060596528206
49.886,49.886,237.0,246.02716144336773,232.6760225181385,-30.84716144336773
49.9055,49.9055,247.0,246.44755968999183,232.67266180784225,-21.267559689991835
49.9249,49.9249,253.0,246.88717861419957,232.66925755370488,-15.70717861419957
49.9444,49.9444,244.0,247.35204662337745,232.66577478453038,-25.172046623377447
49.9638,49.9638,272.0,247.83903145211335,232.66224934442414,2.3409685478866535
49.9833,49.9833,210.0,248.35490279372468,232.6586450129245,-60.17490279372468
50.0028,50.0028,235.0,248.89911319197483,232.65497993095104,-35.719113191974834
50.0222,50.0222,248.0,249.4706018256083,232.65127348402592,-23.2906018256083
50.0417,50.0417,233.0,250.0775398128007,232.64748758574748,-38.897539812800694
50.0611,50.0611,245.0,250.71634429649077,232.64366118941905,-27.536344296490775
50.0806,50.0806,273.0,251.3959361717217,232.63975497211925,-0.215936171721701
50.1,50.1,252.0,252.11261074344623,232.6358091212637,-21.932610743446226
50.1195,50.1195,263.0,252.87689584854775,232.63178308251216,-11.696895848547747
50.139,50.139,227.0,253.68868168439468,232.62769716633986,-48.50868168439468
50.1584,50.1584,262.0,254.5476933077673,232.62357290993705,-14.367693307767304
50.1779,50.1779,242.0,255.46665228569844,232.61936791983598,-35.286652285698445
50.1973,50.1973,235.0,256.44137571140294,232.61512544796264,-43.26137571140294
50.2168,50.2168,246.0,257.48711210550573,232.6108018822019,-33.30711210550573
50.2362,50.2362,266.0,258.59896192256826,232.60644169070832,-14.418961922568265
50.2557,50.2557,260.0,259.79525509205484,232.6020000478305,-21.615255092054845
50.2752,50.2752,280.0,261.0773993339533,232.5974994023034,-2.897399333953281
50.2946,50.2946,247.0,262.44693927830707,232.59296341165458,-37.26693927830707
50.3141,50.3141,256.0,263.92707662953035,232.58834543797053,-29.747076629530348
50.3335,50.3335,261.0,265.51286244739697,232.58369296914015,-26.33286244739697
50.353,50.353,245.0,267.2327389355574,232.57895816650978,-44.05273893555739
50.3724,50.3724,256.0,269.08183153404826,232.57418971627882,-34.90183153404826
50.3919,50.3919,291.0,271.0943609012586,232.56933858417386,-1.914360901258597
50.4114,50.4114,286.0,273.2788076647572,232.564429325833,-9.09880766475721
50.4308,50.4308,263.0,275.64168032733016,232.5594876877305,-34.461680327330164
50.4503,50.4503,275.0,278.2302700994265,232.55446285024658,-25.05027009942649
50.4697,50.4697,306.0,281.0429679503315,232.54940647445554,3.1370320496684982
50.4892,50.4892,298.0,284.1386375678325,232.5442665579372,-7.958637567832518
50.5086,50.5086,285.0,287.5208791182763,232.5390959421255,-24.3408791182763
50.5281,50.5281,300.0,291.26265401054184,232.53384144692996,-13.082654010541837
50.5476,50.5476,288.0,295.3964258750245,232.52852970347675,-29.216425875024477
50.567,50.567,306.0,299.9510028386394,232.52318851574006,-15.771002838639397
50.5865,50.5865,340.0,305.0377535392262,232.51776294524697,13.142246460773826
50.6059,50.6059,304.0,310.6814547824437,232.51230876336606,-28.501454782443723
50.6254,50.6254,324.0,317.02569911854846,232.50676986679588,-14.84569911854846
50.6448,50.6448,353.0,324.1121449172704,232.50120318928228,7.067855082729572
50.6643,50.6643,379.0,332.1358615443984,232.4955514678337,25.04413845560162
50.6838,50.6838,395.0,341.20498384283695,232.48984337759398,31.975016157163047
50.7032,50.7032,370.0,351.4360645688334,232.48410874853616,-3.256064568833388
50.7227,50.7227,387.0,363.1227630677017,232.4782885862955,2.0572369322982738
50.7421,50.7421,399.0,376.3727905384601,232.47244270953692,0.8072094615399052
50.7616,50.7616,429.0,391.5758626685688,232.46651097706862,15.604137331431211
50.781,50.781,460.0,408.8555041186949,232.46055435192096,29.32449588130509
50.8005,50.8005,467.0,428.7009567623598,232.45451155122157,16.479043237640205
50.82,50.82,531.0,451.34072236853183,232.44841326260902,57.83927763146817
50.8394,50.8394,571.0,476.94259903049834,232.44229131050307,72.23740096950166
50.8589,50.8589,620.0,506.00914807366127,232.4360827077113,92.17085192633874
50.8783,50.8783,647.0,538.3339991098578,232.42985125709487,86.8460008901422
50.8978,50.8978,669.0,574.1011824142561,232.42353284266392,73.07881758574393
50.9172,50.9172,679.0,612.3772748391341,232.41719239360503,44.80272516086591
50.9367,50.9367,725.0,652.4295150228671,232.41076467028566,50.75048497713288
50.9562,50.9562,786.0,692.2553746730591,232.4042823412655,71.92462532694088
50.9756,50.9756,879.0,729.202068418082,232.39777919381092,127.97793158191797
50.9951,50.9951,807.0,760.8687861470729,232.39118831106302,24.31121385292709
51.0145,51.0145,853.0,784.4051217772353,232.38457741688245,46.77487822276469
51.034,51.034,768.0,798.461238991867,232.3778784836696,-52.28123899186705
51.0534,51.0534,776.0,802.6403443111602,232.37116034354426,-48.46034431116022
51.0729,51.0729,809.0,797.986123244845,232.36435386332755,-10.806123244844976
51.0924,51.0924,782.0,786.0872626976366,232.35749366088055,-25.90726269763656
51.1118,51.1118,726.0,768.6196952402667,232.3506154546698,-64.43969524026664
51.1313,51.1313,652.0,746.4759525891349,232.34364846142276,-116.29595258913486
51.1507,51.1507,634.0,720.459422214276,232.3366642627125,-108.27942221427594
51.1702,51.1702,619.0,690.7944119146198,232.32959098260739,-93.61441191461978
51.1896,51.1896,602.0,658.4593922045827,232.32250129284827,-78.27939220458273
51.2091,51.2091,554.0,624.1855347600822,232.31532223001295,-92.00553476008218
51.2286,51.2286,507.0,589.4270352302699,232.30809032959877,-104.24703523026989
51.248,51.248,492.0,555.6257830541979,232.30084320958355,-85.44578305419788
51.2675,51.2675,458.0,523.4364368971893,232.29350628362027,-87.2564368971893
51.2869,51.2869,450.0,493.8446215186698,232.28615492762162,-65.66462151866978
51.3064,51.3064,425.0,466.8718590305889,232.27871348068672,-63.691859030588894
51.3258,51.3258,379.0,442.86097035003615,232.2712583907812,-85.68097035003615
51.3453,51.3453,355.0,421.4564561782063,232.26371292762533,-88.27645617820627
51.3648,51.3648,354.0,402.58982840634997,232.25611551264637,-70.40982840634996
51.3842,51.3842,362.0,386.0885939942949,232.2485056316043,-45.90859399429491
51.4037,51.4037,326.0,371.5231753157668,232.24080495849725,-67.34317531576681
51.4231,51.4231,317.0,358.79475436827005,232.23309260012493,-63.61475436827005
51.4426,51.4426,310.0,347.5411307413007,232.225289174059,-59.36113074130072
51.462,51.462,308.0,337.67638754604127,232.21747484101545,-51.49638754604127
51.4815,51.4815,288.0,328.91630326421597,232.20956916732047,-62.73630326421597
51.501,51.501,288.0,321.15748845855114,232.2016124285855,-54.97748845855114
51.5204,51.5204,285.0,314.29708375854364,232.19364594658634,-51.117083758543636
51.5399,51.5399,292.0,308.14748161322507,232.18558771916125,-37.96748161322507
51.5593,51.5593,283.0,302.674671953448,232.17752052046987,-41.49467195344801
51.5788,51.5788,260.0,297.73660946513553,232.16936131007168,-59.55660946513553
51.5982,51.5982,276.0,293.3116783578449,232.1611938978859,-39.131678357844926
51.6177,51.6177,239.0,289.29408869837084,232.15293421037998,-72.11408869837084
51.6372,51.6372,257.0,285.6529566532145,232.14462434556802,-50.47295665321452
51.6566,51.6566,249.0,282.3606343078695,232.13630742944025,-55.180634307869475
51.6761,51.6761,253.0,279.34364485914364,232.1278978472398,-48.16364485914364
51.6955,51.6955,260.0,276.6006605572542,232.11948197689023,-38.42066055725417
51.715,51.715,265.0,274.07426257453574,232.11097318352242,-30.894262574535738
51.7344,51.7344,249.0,271.7656365516438,232.10245886264426,-44.58563655164381
51.7539,51.7539,246.0,269.62930852156404,232.09385136446622,-45.44930852156404
51.7734,51.7734,247.0,267.65851359037936,232.08519457758996,-42.47851359037936
51.7928,51.7928,250.0,265.84611911196936,232.07653340038726,-37.66611911196936
51.8123,51.8123,246.0,264.1586350927854,232.06777866913473,-39.9786350927854
51.8317,51.8317,238.0,262.60061734118807,232.05902030186056,-46.42061734118807
51.8512,51.8512,262.0,261.14465361647757,232.05016813291329,-20.96465361647757
51.8706,51.8706,223.0,259.79572701312605,232.04131307971275,-58.615727013126055
51.8901,51.8901,251.0,258.53080691568255,232.03236397987575,-29.350806915682547
51.9096,51.9096,223.0,257.3494150877498,232.02336648074547,-56.169415087749776
51.929,51.929,274.0,256.24967913256563,232.01436722121306,-4.069679132565632
51.9485,51.9485,238.0,255.21386808010652,232.00527355227607,-39.03386808010652
51.9679,51.9679,248.0,254.24693863708725,231.99617886835023,-28.066938637087254
51.9874,51.9874,236.0,253.33362367842807,231.98698953670464,-39.15362367842807
52.0068,52.0068,233.0,252.47889358057375,231.9777999329387,-41.298893580573754
52.0263,52.0263,221.0,251.66961507397457,231.96851544579383,-52.48961507397457
52.0458,52.0458,225.0,250.9064682352306,231.95918344948103,-47.72646823523059
52.0652,52.0652,238.0,250.18961425982522,231.94985229152215,-34.00961425982522
52.0847,52.0847,233.0,249.50841420054667,231.94042590137636,-38.32841420054667
52.1041,52.1041,221.0,248.867195912936,231.93100108607726,-49.68719591293601
52.1236,52.1236,238.0,248.25657212724468,231.92148080956952,-32.07657212724468
52.143,52.143,217.0,247.68059749479775,231.91196284184835,-52.50059749479775
52.1625,52.1625,233.0,247.13108561880404,231.90234918654838,-35.951085618804036
52.182,52.182,236.0,246.6090522700085,231.89268891284945,-32.429052270008505
52.2014,52.2014,231.0,246.11517874326776,231.8830320449918,-36.93517874326776
52.2209,52.2209,204.0,245.6426205978424,231.8732791546846,-63.46262059784241
52.2403,52.2403,217.0,245.1948094335591,231.86353039776282,-50.0148094335591
52.2598,52.2598,257.0,244.76565013561813,231.85368539864757,-9.585650135618131
52.2792,52.2792,253.0,244.35822748290704,231.84384525790105,-13.17822748290704
52.2987,52.2987,246.0,243.96712788278538,231.8339086578642,-19.787127882785377
52.3182,52.3182,232.0,243.59334537488292,231.8239263307641,-33.413345374882915
52.3376,52.3376,203.0,243.23771952080128,231.81394994562638,-62.05771952080128
52.3571,52.3571,244.0,242.89557585167142,231.80387678024056,-20.715575851671424
52.3765,52.3765,246.0,242.56952956588853,231.79381027538523,-18.38952956588853
52.396,52.396,207.0,242.25538872631225,231.78364677979937,-57.07538872631225
52.4154,52.4154,218.0,241.95562665180984,231.77349066074356,-45.77562665180984
52.4349,52.4349,228.0,241.66639235983007,231.76323734311708,-35.48639235983007
52.4544,52.4544,233.0,241.3886700567682,231.75293919025304,-30.208670056768206
52.4738,52.4738,207.0,241.1231309663767,231.74264948401128,-55.94313096637669
52.4933,52.4933,225.0,240.86645312908604,231.73226227212876,-37.68645312908604
52.5127,52.5127,236.0,240.62074621949353,231.72188421643392,-26.440746219493526
52.5322,52.5322,237.0,240.3829309277338,231.7114084538604,-25.20293092773381
52.5516,52.5516,228.0,240.1550357060666,231.70094255446386,-33.9750357060666
52.5711,52.5711,224.0,239.9342091661119,231.69037874958778,-37.75420916611191
52.5905,52.5905,210.0,239.72235554202032,231.6798255123,-51.542355542020324
52.61,52.61,204.0,239.51687579887513,231.66917417356711,-57.336875798875134
52.6295,52.6295,211.0,239.31849964051088,231.6584791467327,-50.13849964051088
52.6489,52.6489,253.0,239.12786210796747,231.6477957401639,-7.947862107967474
52.6684,52.6684,217.0,238.94264422302106,231.63701394289512,-43.76264422302106
52.6878,52.6878,235.0,238.76448799533503,231.62624446384564,-25.58448799533503
52.7073,52.7073,228.0,238.59124951044996,231.61537640471641,-32.411249510449956
52.7267,52.7267,235.0,238.42442945512437,231.60452135917484,-25.24442945512437
52.7462,52.7462,231.0,238.26205092379246,231.59356754680394,-29.08205092379246
52.7657,52.7657,230.0,238.10473660317038,231.58257093898888,-29.92473660317038
52.7851,52.7851,233.0,237.95306118603028,231.5715883838495,-26.773061186030283
52.8046,52.8046,235.0,237.8052290606125,231.56050678645133,-24.625229060612504
52.824,52.824,220.0,237.66254804236658,231.54943993062196,-39.48254804236658
52.8435,52.8435,224.0,237.52335421427986,231.53827385235633,-35.34335421427986
52.8629,52.8629,203.0,237.38890153842826,231.52712320196036,-56.20890153842826
52.8824,52.8824,221.0,237.2576126242215,231.51587315157516,-38.07761262422151
52.9019,52.9019,193.0,237.13005958486775,231.504581198641,-65.95005958486774
52.9213,52.9213,237.0,237.0066931552742,231.49330569903873,-21.826693155274207
52.9408,52.9408,241.0,236.88609343502952,231.4819305378141,-17.706093435029523
52.9602,52.9602,203.0,236.76936562241718,231.47057250973,-55.58936562241718
52.9797,52.9797,250.0,236.6551555949276,231.45911464902838,-8.475155594927607
52.9991,52.9991,241.0,236.54453796158472,231.447674598677,-17.364537961584723
53.0186,53.0186,213.0,236.43622529255916,231.43613454733196,-45.25622529255916
53.0381,53.0381,221.0,236.3307178295778,231.424553486494,-37.15071782957779
53.0575,53.0575,197.0,236.22838282745795,231.41299124780738,-61.04838282745795
53.077,53.077,224.0,236.1280881388133,231.40132876025984,-33.9480881388133
53.0964,53.0964,232.0,236.03076214294296,231.38968576556445,-25.850762142942962
53.1159,53.1159,220.0,235.93529339859955,231.37794236017504,-37.755293398599555
53.1353,53.1353,221.0,235.84259337758576,231.36621911573317,-36.66259337758576
53.1548,53.1548,241.0,235.75161309898246,231.35439530137717,-16.57161309898246
53.1743,53.1743,225.0,235.66274755299006,231.34253137066838,-32.482747552990055
53.1937,53.1937,227.0,235.57636541683559,231.3306885990131,-30.396365416835586
53.2132,53.2132,203.0,235.49149032640076,231.3187450233107,-54.311490326400765
53.2326,53.2326,223.0,235.40894111312056,231.30682326823234,-34.22894111312056
53.2521,53.2521,224.0,235.3277913134059,231.2948005564145,-33.1477913134059
53.2715,53.2715,183.0,235.24880450356395,231.28280032417948,-74.06880450356394
53.291,53.291,218.0,235.17110504281416,231.27069898511937,-38.99110504281416
53.3105,53.3105,238.0,235.09504023148702,231.2585584228541,-18.91504023148702
53.3299,53.3299,206.0,235.02094574160083,231.2464413245495,-50.84094574160083
53.3494,53.3494,250.0,234.9479961382293,231.23422289898846,-6.767996138229314
53.3688,53.3688,241.0,234.87688451336712,231.22202858980665,-15.696884513367117
53.3883,53.3883,226.0,234.8068279260035,231.20973280979464,-30.626827926003507
53.4077,53.4077,213.0,234.73850103407665,231.1974617959628,-43.55850103407665
53.4272,53.4272,195.0,234.67114434630818,231.18508917032725,-61.49114434630818
53.4467,53.4467,209.0,234.60508503875255,231.17267821456477,-47.42508503875255
53.4661,53.4661,216.0,234.54059123998846,231.16029299560037,-40.36059123998846
53.4856,53.4856,213.0,234.47698172244014,231.1478059580686,-43.296981722440144
53.505,53.505,195.0,234.4148450306319,231.1353453005807,-61.23484503063191
53.5245,53.5245,213.0,234.35351688213473,231.12278269004747,-43.17351688213473
53.5439,53.5439,239.0,234.29358963719406,231.11024710018037,-17.11358963719406
53.5634,53.5634,243.0,234.23440219420317,231.09760942538364,-13.05440219420317
53.5829,53.5829,206.0,234.17625078040848,231.08493431339193,-49.99625078040848
53.6023,53.6023,235.0,234.11937309935496,231.07228717889367,-20.93937309935496
53.6218,53.6218,226.0,234.06316380521417,231.05953776633478,-29.883163805214174
53.6412,53.6412,199.0,234.00816899499162,231.0468169653222,-56.82816899499162
53.6607,53.6607,229.0,233.95378603817718,231.03399376084317,-26.773786038177185
53.6801,53.6801,197.0,233.90055680166648,231.02119979933417,-58.72055680166648
53.6996,53.6996,227.0,233.84790038717637,231.00830331153944,-28.667900387176367
53.7191,53.7191,218.0,233.79606559111093,230.99537027925888,-37.61606559111093
53.7385,53.7385,211.0,233.74529044861566,230.9824674329559,-44.56529044861566
53.758,53.758,192.0,233.69502184698433,230.96946188083254,-63.51502184698433
53.7774,53.7774,211.0,233.6457621852245,230.95648713952744,-44.4657621852245
53.7969,53.7969,203.0,233.59697772499678,230.9434095760438,-52.41697772499678
53.8163,53.8163,225.0,233.54914603068718,230.93036344558453,-30.369146030687183
53.8358,53.8358,209.0,233.50175300917437,230.91721437916812,-46.321753009174365
53.8553,53.8553,239.0,233.45502475103962,230.90402966067512,-16.275024751039616
53.8747,53.8747,203.0,233.4091851870291,230.89087730436586,-52.229185187029096
53.8942,53.8942,226.0,233.36373898043635,230.8776218461237,-29.183738980436353
53.9136,53.9136,209.0,233.31912813348828,230.86439936567518,-46.13912813348828
53.9331,53.9331,214.0,233.27489000350843,230.85107367595802,-41.09489000350843
53.9525,53.9525,231.0,233.2314468586327,230.83778157700485,-24.051446858632694
53.972,53.972,182.0,233.18834240782422,230.82438616401942,-73.00834240782422
53.9915,53.9915,206.0,233.1457870767823,230.81095599099027,-48.96578707678231
54.0109,54.0109,228.0,233.10397250455833,230.7975603240091,-26.92397250455833
54.0304,54.0304,224.0,233.06246641586995,230.78406119054037,-30.88246641586995
54.0498,54.0498,212.0,233.0216667299122,230.7705971694811,-42.8416667299122
54.0693,54.0693,239.0,232.98114684247616,230.757029583595,-15.801146842476165
54.0887,54.0887,240.0,232.94130832914271,230.74349771383524,-14.761308329142715
54.1082,54.1082,235.0,232.9017236304928,230.7298621834739,-19.721723630492797
54.1277,54.1277,218.0,232.8625966107503,230.7161927846483,-36.6825966107503
54.1471,54.1471,216.0,232.8241008349981,230.7025600033319,-38.64410083499809
54.1666,54.1666,197.0,232.78583463856674,230.68882342243919,-57.60583463856674
54.186,54.186,237.0,232.74817879279612,230.67512405615173,-17.568178792796125
54.2055,54.2055,228.0,232.71073026699318,230.66132080091828,-26.53073026699318
54.2249,54.2249,231.0,232.673868810884,230.64755535473694,-23.49386881088399
54.2444,54.2444,246.0,232.63720153653378,230.63368593279668,-8.45720153653378
54.2639,54.2639,212.0,232.60090802046136,230.61978353344145,-42.42090802046136
54.2833,54.2833,244.0,232.56516346844333,230.60591983059544,-10.38516346844333
54.3028,54.3028,236.0,232.529586986378,230.5919520264552,-18.349586986378007
54.3222,54.3222,218.0,232.49453981413566,230.5780235066386,-36.314539814135664
54.3417,54.3417,242.0,232.45964977347433,230.5639908051003,-12.279649773474326
54.3611,54.3611,222.0,232.42526183955323,230.5499979730463,-32.24526183955323
54.3806,54.3806,217.0,232.39102256309587,230.53590088139177,-37.211022563095874
54.4001,54.4001,221.0,232.35709169064256,230.5217717027647,-33.17709169064256
54.4195,54.4195,249.0,232.3236404618978,230.50768326712972,-5.14364046189781
54.439,54.439,220.0,232.29031416925372,230.49349045975632,-34.11031416925372
54.4584,54.4584,243.0,232.25744375130242,230.47933897389242,-11.077443751302418
54.4779,54.4779,204.0,232.224691798857,230.46508304477626,-50.04469179885701
54.4973,54.4973,214.0,232.1923783309352,230.45086901302906,-40.01237833093521
54.5168,54.5168,226.0,232.16016819479083,230.43655046905621,-27.980168194790828
54.5363,54.5363,209.0,232.12822243682936,230.42220072786967,-44.94822243682936
54.5557,54.5557,230.0,232.09669211227398,230.40789374358818,-23.916692112273985
54.5752,54.5752,217.0,232.06525404476153,230.39348214829718,-36.88525404476153
54.5946,54.5946,240.0,232.03421659503468,230.37911387911714,-13.854216595034679
54.6141,54.6141,207.0,232.0032579968108,230.36464093629831,-46.82325799681079
54.6335,54.6335,219.0,231.97269034508622,230.35021188613428,-34.79269034508622
54.653,54.653,230.0,231.94218992483124,230.3356781022342,-23.76218992483124
54.6725,54.6725,229.0,231.911914404277,230.32111401011866,-24.731914404277013
54.6919,54.6919,201.0,231.88200891830002,230.30659465620127,-52.70200891830002
54.7114,54.7114,233.0,231.85216021291856,230.29197048307338,-20.672160212918563
54.7308,54.7308,224.0,231.82267049529634,230.27739160802412,-29.642670495296336
54.7503,54.7503,242.0,231.79322870155426,230.26270785998975,-11.613228701554256
54.7697,54.7697,205.0,231.76413576254967,230.24806996724857,-48.58413576254967
54.7892,54.7892,207.0,231.73508545667462,230.23332715027098,-46.555085456674625
54.8087,54.8087,231.0,231.70622276759215,230.21855491323905,-22.526222767592152
54.8281,54.8281,243.0,231.67769150359777,230.20382936303082,-10.497691503597771
54.8476,54.8476,208.0,231.64919098317975,230.18899881637563,-45.46919098317975
54.867,54.867,225.0,231.62101289149123,230.17421550708622,-28.441012891491233
54.8865,54.8865,218.0,231.59286129315055,230.15932715639903,-35.41286129315055
54.9059,54.9059,222.0,231.56501856387482,230.14448659095027,-31.385018563874816
54.9254,54.9254,220.0,231.53719949545405,230.1295409416674,-33.35719949545405
54.9449,54.9449,220.0,231.5095379629067,230.11456675957723,-33.329537962906706
54.9643,54.9643,208.0,231.4821755560871,230.09964118022435,-45.3021755560871
54.9838,54.9838,226.0,231.45482560305814,230.08461045804378,-27.27482560305814
55.0032,55.0032,204.0,231.42776252482344,230.06962887979188,-49.247762524823436
55.0227,55.0227,242.0,231.40070953082687,230.054542122554,-11.220709530826873
55.0421,55.0421,226.0,231.3739352135202,230.03950504776333,-27.193935213520213
55.0616,55.0616,223.0,231.3471635461972,230.02436276033356,-30.16716354619721
55.0811,55.0811,229.0,231.3205279048705,230.00919282635272,-24.14052790487049
55.1005,55.1005,215.0,231.29416365290007,229.99407337826887,-38.11416365290007
55.12,55.12,215.0,231.26779465854665,229.9788486717211,-38.08779465854665
55.1394,55.1394,214.0,231.2416880918877,229.96367498289956,-39.06168809188771
55.1589,55.1589,206.0,231.2155718916416,229.94839600821595,-47.03557189164159
55.1783,55.1783,214.0,231.1897118490771,229.9331685804118,-39.0097118490771
55.1978,55.1978,235.0,231.16383751565567,229.9178358418433,-17.983837515655672
55.2173,55.2173,231.0,231.13808302751403,229.9024763419124,-21.95808302751403
55.2367,55.2367,208.0,231.11257294264135,229.88716917824505,-44.93257294264135
55.2562,55.2562,184.0,231.08704414837084,229.87175667110816,-68.90704414837083
55.2756,55.2756,195.0,231.06175632237705,229.85639702269128,-57.88175632237705
55.2951,55.2951,193.0,231.0364443995039,229.84093201213372,-59.85644439950389
55.3145,55.3145,228.0,231.01136837693178,229.8255203800737,-24.831368376931785
55.334,55.334,204.0,230.98626659221551,229.81000336968827,-48.806266592215515
55.3534,55.3534,222.0,230.96139212418228,229.79454025489832,-30.781392124182283
55.3729,55.3729,213.0,230.9364909166947,229.77897174808157,-39.75649091669471
55.3924,55.3924,221.0,230.91168453041618,229.76337761621727,-31.73168453041618
55.4118,55.4118,223.0,230.8871008034799,229.74783815122728,-29.70710080347991
55.4313,55.4313,231.0,230.86248316340308,229.73219327829796,-21.682483163403084
55.4507,55.4507,228.0,230.83808059131115,229.71660358263526,-24.658080591311155
55.4702,55.4702,202.0,230.81364370727394,229.70090847153168,-50.63364370727394
55.4896,55.4896,220.0,230.7894168224212,229.6852690454048,-32.6094168224212
55.5091,55.5091,218.0,230.76515089205645,229.6695241988092,-34.585150892056454
55.5286,55.5286,226.0,230.74096802222772,229.65375460962625,-26.56096802222772
55.548,55.548,212.0,230.71699158364487,229.63804146259994,-40.53699158364487
55.5675,55.5675,233.0,230.69297184316235,229.62222289219503,-19.512971843162354
55.5869,55.5869,208.0,230.6691532243674,229.60646126494484,-44.48915322436739
55.6064,55.6064,239.0,230.6452884179872,229.59059421546306,-13.465288417987189
55.6258,55.6258,234.0,230.6216211901618,229.57478460744935,-18.44162119016179
55.6453,55.6453,216.0,230.59790484159458,229.55886958081462,-36.417904841594584
55.6648,55.6648,225.0,230.5742621315327,229.54293069273288,-27.39426213153269
55.6842,55.6842,220.0,230.55081099477326,229.52704998918782,-32.37081099477326
55.7037,55.7037,223.0,230.52730789305338,229.51106387706142,-29.347307893053376
55.7231,55.7231,217.0,230.50399354484375,229.4951364410674,-35.32399354484375
55.7426,55.7426,243.0,230.4806244982663,229.47910360625184,-9.300624498266309
55.762,55.762,223.0,230.4574412573768,229.46312993647757,-29.277441257376786
55.7815,55.7815,223.0,230.43420271486883,229.44705088009485,-29.254202714868832
55.801,55.801,219.0,230.4110266193935,229.43094884200886,-33.23102661939351
55.8204,55.8204,254.0,230.38803071411596,229.41490669790997,1.7919692858840435
55.8399,55.8399,226.0,230.36497574674306,229.39875919013755,-26.184975746743056
55.8593,55.8593,211.0,230.3420986040349,229.3826720585383,-41.1620986040349
55.8788,55.8788,211.0,230.3191616226375,229.36647958160185,-41.139161622637495
55.8982,55.8982,229.0,230.29639741698458,229.35034796033577,-23.116397416984576
55.9177,55.9177,231.0,230.2735734419706,229.33411101451136,-21.093573441970598
55.9372,55.9372,260.0,230.2508025290661,229.31785196525396,7.929197470933893
55.9566,55.9566,222.0,230.22820233680193,229.30165448647986,-30.04820233680193
55.9761,55.9761,216.0,230.205537379219,229.2853517189222,-36.02553737921901
55.9955,55.9955,214.0,230.1830405440324,229.26911099461768,-38.003040544032395
56.015,56.015,254.0,230.16047836104477,229.25276500840502,2.019521638955233
56.0344,56.0344,226.0,230.1380807758252,229.23648153552494,-25.958080775825188
56.0539,56.0539,234.0,230.1156160814395,229.220092830044,-17.9356160814395
