FCC
H,K,L,mul,d,pos,sig²,gam,Fo²,Fc²,phase,Icorr,Prfo,Trans,ExtP,I100,μstrain,Size
1.0,1.0,1.0,8.0,2.0738848939682097,43.60451423964466,4.519993136134749,40.65815529561656,6136.717862166779,4435.7147403824765,0.0,4.46850434174212,0.6560155652711581,1.0,1.0,77.87392735052158,16190.2,0.26768338853281815
2.0,0.0,0.0,6.0,1.7960370027012669,50.790580183475534,4.50127672359481,47.68780726946546,4463.883007857986,3716.439736112049,0.0,7.888482377141747,2.0946012570725734,1.0,1.0,100.0,16190.2,0.26768338853281815
2.0,2.0,0.0,12.0,1.2699899438720275,74.67384105259865,4.638143130384193,74.90814726840686,4337.915097624905,2046.3233971918414,0.0,1.9166001007362745,0.5093653577046946,1.0,1.0,23.610560160387035,16190.2,0.26768338853281815
3.0,1.0,1.0,24.0,1.083051063191751,90.66287391427419,5.0235443831540945,98.53282001635743,1807.292040879322,1415.4584303319511,0.0,7.345561358097627,1.2221617350703604,1.0,1.0,37.700495943772,16190.2,0.26768338853281815
2.0,2.0,2.0,8.0,1.0369424469841049,95.94247436923678,5.242960824197084,107.84485699501136,2518.269234256534,1265.9170041332266,0.0,1.2707830052281262,0.6560155652711581,1.0,1.0,9.087978572942344,16190.2,0.26768338853281815
