FCC
H,K,L,mul,d,pos,sig²,gam,Fo²,Fc²,phase,Icorr,Prfo,Trans,ExtP,I100,μstrain,Size
1.0,1.0,1.0,8.0,2.0760079212461746,43.6376852165026,39.57000038865675,20.394606522757307,6916.823023700271,4445.243529902037,0.0,3.9879262170659207,0.284387278584054,1.0,1.0,46.6585020021007,8476.5,1.0
2.0,0.0,0.0,6.0,1.7978755982569112,50.812902610881224,35.01517503504371,24.04504886040484,4397.41658104757,3726.605117864155,0.0,13.443903217671503,1.7328273668663123,1.0,1.0,100.0,8476.5,1.0
2.0,2.0,0.0,12.0,1.271290027257283,74.65336141350112,17.670761884200147,38.14369660533082,2441.458234234321,2056.1858638577773,0.0,18.977774802685946,2.445181578295284,1.0,1.0,78.37392574683757,8476.5,1.0
3.0,1.0,1.0,24.0,1.084159778027985,90.60557044095431,2.972545075584634,50.337711975092134,2449.597554300832,1424.163967918196,0.0,4.035399333667996,0.3254839463690917,1.0,1.0,16.72084691268104,8476.5,1.0
2.0,2.0,2.0,8.0,1.0380039606230873,95.87092794367751,0.001,55.13428159589108,3627.7413997015483,1274.2196174070893,0.0,1.1362222129120008,0.284387278584054,1.0,1.0,6.972308736857357,8476.5,1.0
