"limits",20.0,100.0074
"peaks",43.68043210345579,50.77133653122569,74.87175812328272,90.80082859987625,96.76018052773415
"masked X","X","obs","calc","bkg","diff"
20.0,20.0,242.0,248.9005407331573,248.8479,-42.7605407331573
20.0195,20.0195,253.0,248.91984452673609,248.86711686097027,-31.779844526736085
20.0389,20.0389,252.0,248.9390495321487,248.88623517393555,-32.799049532148686
20.0584,20.0584,242.0,248.9583537557167,248.90545203490578,-42.8183537557167
20.0778,20.0778,254.0,248.97755919543286,248.92457034787108,-30.83755919543286
20.0973,20.0973,255.0,248.99686384755202,248.94378720884131,-29.85686384755202
20.1167,20.1167,264.0,249.01606971725738,248.9629055218066,-20.87606971725738
20.1362,20.1362,247.0,249.03537481374676,248.98212238277685,-37.895374813746756
20.1557,20.1557,267.0,249.05468011013076,249.0013392437471,-17.91468011013076
20.1751,20.1751,245.0,249.07388664135806,249.0204575567124,-39.93388664135806
20.1946,20.1946,230.0,249.09319239505507,249.03967441768265,-54.95319239505507
20.214,20.214,251.0,249.11239935914776,249.05879273064792,-33.97239935914776
20.2335,20.2335,257.0,249.1317055600911,249.07800959161816,-27.99170556009109
20.2529,20.2529,232.0,249.1509129642397,249.09712790458343,-53.010912964239694
20.2724,20.2724,244.0,249.17021960380083,249.1163447655537,-41.03021960380083
20.2919,20.2919,259.0,249.18952647058035,249.13556162652395,-26.049526470580346
20.3113,20.3113,255.0,249.20873454344132,249.15467993948923,-30.068734543441323
20.3308,20.3308,255.0,249.22804186609574,249.1738968004595,-30.088041866095736
20.3502,20.3502,266.0,249.2472503933935,249.19301511342476,-19.1072503933935
20.3697,20.3697,230.0,249.26655816617043,249.212231974395,-55.126558166170426
20.3891,20.3891,265.0,249.28576714790498,249.23135028736027,-20.145767147904976
20.4086,20.4086,260.0,249.30507538230918,249.25056714833053,-25.165075382309183
20.4281,20.4281,245.0,249.32438382811276,249.2697840093008,-40.18438382811276
20.4475,20.4475,246.0,249.34359350444535,249.28890232226607,-39.20359350444535
20.467,20.467,268.0,249.36290242194283,249.30811918323633,-17.222902421942834
20.4864,20.4864,273.0,249.38211254983602,249.3272374962016,-12.242112549836023
20.5059,20.5059,260.0,249.40142193902736,249.34645435717184,-25.261421939027358
20.5253,20.5253,258.0,249.42063252998588,249.3655726701371,-27.28063252998588
20.5448,20.5448,245.0,249.4399423808045,249.38478953110737,-40.299942380804495
20.5643,20.5643,275.0,249.45925247178434,249.40400639207763,-10.319252471784338
20.5837,20.5837,267.0,249.47846376740753,249.4231247050429,-18.338463767407532
20.6032,20.6032,259.0,249.49777433008126,249.44234156601317,-26.357774330081256
20.6226,20.6226,270.0,249.51698609452214,249.46145987897845,-15.376986094522138
20.6421,20.6421,255.0,249.5362971346421,249.48067673994868,-30.396297134642097
20.6615,20.6615,233.0,249.55550937796733,249.49979505291395,-52.415509377967325
20.681,20.681,241.0,249.57482089697166,249.5190119138842,-44.43482089697166
20.7005,20.7005,228.0,249.59413264607056,249.53822877485447,-57.45413264607056
20.7199,20.7199,230.0,249.61334560987945,249.55734708781975,-55.473345609879445
20.7394,20.7394,247.0,249.6326578522436,249.57656394879,-38.492657852243596
20.7588,20.7588,246.0,249.65187129637494,249.5956822617553,-39.511871296374935
20.7783,20.7783,247.0,249.6711840320043,249.61489912272552,-38.531184032004305
20.7977,20.7977,230.0,249.69039796364854,249.6340174356908,-55.550397963648535
20.8172,20.8172,260.0,249.70971117816228,249.65323429666105,-25.56971117816228
20.8367,20.8367,259.0,249.729024644342,249.67245115763131,-26.58902464434199
20.8561,20.8561,259.0,249.7482393237936,249.6915694705966,-26.608239323793597
20.8756,20.8756,239.0,249.76755328180047,249.71078633156685,-46.62755328180047
20.895,20.895,247.0,249.78676844013643,249.72990464453213,-38.64676844013643
20.9145,20.9145,245.0,249.80608290722753,249.74912150550236,-40.66608290722753
20.9339,20.9339,269.0,249.8252985688954,249.76823981846766,-16.68529856889539
20.9534,20.9534,264.0,249.8446135364422,249.7874566794379,-21.70461353644221
20.9729,20.9729,269.0,249.863928739836,249.80667354040816,-16.723928739836012
20.9923,20.9923,226.0,249.88314516225404,249.82579185337343,-59.74314516225404
21.0118,21.0118,221.0,249.9024608919892,249.8450087143437,-64.76246089198919
21.0312,21.0312,256.0,249.92167780911058,249.86412702730897,-29.781677809110576
21.0507,21.0507,247.0,249.94099405224424,249.8833438882792,-38.800994052244235
21.0701,21.0701,237.0,249.96021148276418,249.9024622012445,-48.82021148276418
21.0896,21.0896,243.0,249.97952823642018,249.92167906221474,-42.83952823642018
21.1091,21.1091,256.0,249.9988452474945,249.940895923185,-29.8588452474945
21.1285,21.1285,238.0,250.01806345170746,249.96001423615027,-47.87806345170746
21.148,21.148,243.0,250.03738098337078,249.97923109712053,-42.89738098337078
21.1674,21.1674,226.0,250.0565997096108,249.9983494100858,-59.91659970961079
21.1869,21.1869,234.0,250.0759177633012,250.01756627105607,-51.93591776330119
21.2063,21.2063,243.0,250.09513700581593,250.03668458402134,-42.95513700581593
21.2258,21.2258,267.0,250.1144555973524,250.05590144499158,-18.97445559735239
21.2453,21.2453,269.0,250.13377443624054,250.07511830596184,-16.993774436240543
21.2647,21.2647,250.0,250.15299447833397,250.0942366189271,-36.012994478333965
21.2842,21.2842,236.0,250.17231386225865,250.11345347989737,-50.03231386225865
21.3036,21.3036,246.0,250.1915344321315,250.13257179286265,-40.051534432131504
21.3231,21.3231,258.0,250.21085435246417,250.1517886538329,-28.070854352464167
21.3425,21.3425,251.0,250.23007546018312,250.17090696679819,-35.090075460183115
21.362,21.362,250.0,250.24939591692376,250.19012382776842,-36.10939591692376
21.3815,21.3815,260.0,250.26871664546366,250.20934068873868,-26.128716645463655
21.4009,21.4009,255.0,250.28793857001833,250.22845900170395,-31.147938570018326
21.4204,21.4204,255.0,250.30725984503286,250.2476758626742,-31.16725984503286
21.4398,21.4398,248.0,250.326482313186,250.2667941756395,-38.186482313186005
21.4593,21.4593,261.0,250.34580413036088,250.28601103660975,-25.205804130360875
21.4787,21.4787,269.0,250.36502714786482,250.30512934957503,-17.22502714786482
21.4982,21.4982,217.0,250.3843495287714,250.32434621054526,-69.2443495287714
21.5176,21.5176,248.0,250.40357309274995,250.34346452351053,-38.26357309274995
21.5371,21.5371,255.0,250.42289603019782,250.3626813844808,-31.28289603019782
21.5566,21.5566,227.0,250.44221924519726,250.38189824545105,-59.302219245197264
21.576,21.576,243.0,250.46144364758297,250.40101655841633,-43.32144364758297
21.5955,21.5955,249.0,250.48076743781888,250.4202334193866,-37.34076743781888
21.6149,21.6149,269.0,250.4999924024982,250.43935173235187,-17.359992402498207
21.6344,21.6344,258.0,250.5193167535896,250.4585685933221,-28.379316753589606
21.6538,21.6538,230.0,250.5385422762483,250.47768690628737,-56.39854227624831
21.6733,21.6733,253.0,250.55786720976664,250.49690376725763,-33.41786720976664
21.6928,21.6928,256.0,250.5771924165223,250.5161206282279,-30.437192416522308
21.7122,21.7122,217.0,250.59641880203566,250.53523894119317,-69.45641880203566
21.7317,21.7317,262.0,250.6157445926563,250.55445580216343,-24.475744592656312
