FCC
H,K,L,mul,d,pos,sig²,gam,Fo²,Fc²,phase,Icorr,Prfo,Trans,ExtP,I100,μstrain,Size
1.0,1.0,1.0,8.0,2.0777017892002814,43.9141900702654,4.518757745795699,31.08400113070842,4039.950348480411,3772.4896743476784,0.0,5.390871264609133,1.0,1.0,1.0,99.99999999999999,13415.6,10.0
2.0,0.0,0.0,6.0,1.7993425309358242,51.073933229063464,4.500988545887142,36.821785432612124,4426.96156857091,2989.6404415497827,0.0,2.9904056293550116,1.0,1.0,1.0,60.7856219750832,13415.6,10.0
2.0,2.0,0.0,12.0,1.2723273053020863,74.85089188988023,4.640727531161241,58.93353920281555,2809.536978963351,1324.8692384782034,0.0,3.0101012020836957,1.0,1.0,1.0,38.831204431255536,13415.6,10.0
3.0,1.0,1.0,24.0,1.0850443717168332,90.74880835594902,5.026656771275164,78.0025675154621,1297.1336427122408,784.2442638010641,0.0,4.821649401967084,1.0,1.0,1.0,28.717416246568288,13415.6,10.0
2.0,2.0,2.0,8.0,1.0388508946001407,95.99374641528559,5.245397633270681,85.49056961704227,1376.0912994967994,666.879731486126,0.0,1.554759522823276,1.0,1.0,1.0,9.823708927312195,13415.6,10.0
